playername;playerteam;age
Carmelo Anthony;Hornets;31
CJ McCollum;Nuggets;25
Allen Iverson;Hawks;37
Yao Ming;Hornets;31
Dwyane Wade;Raptors;23
Joel Embiid;Heat;38
Karl Anthony-Towns;Jazz;19
Dennis Rodman;Thunder;39
James Worthy;Jazz;29
DeMar DeRozan;Warriors;30
John Wall;Bucks;29
Kemba Walker;Pistons;31
Dwyane Wade;Blazers;24
Joel Embiid;Wizards;21
Shaquille Oneal;Cavaliers;35
George Gervin;Timberwolves;23
Dennis Rodman;Magic;33
Chris Paul;Blazers;19
Dennis Rodman;Jazz;19
Anthony Davis;Cavaliers;39
Donovan Mitchell;Raptors;35
Kemba Walker;Heat;25
Shaquille Oneal;Pistons;24
Karl Anthony-Towns;Bulls;41
Karl Anthony-Towns;Nuggets;21
Donovan Mitchell;Bulls;20
Kevin Garnett;Suns;34
Ja Morant;Clippers;28
Kevin Durant;Thunder;29
Dominique Wilkins;Raptors;18
Kemba Walker;Jazz;23
John Stockton;Hawks;33
Kevin Durant;Raptors;20
Vince carter;Raptors;32
Vince carter;Knicks;40
Blake Griffin;Suns;38
Steph Curry;Pelicans;25
Moses Malone;Mavericks;32
Charles Barkley;Pelicans;30
Damian Lillard;Nets;26
Manute Bol;Jazz;21
Kyrie irving;Bulls;18
Kyrie irving;Thunder;36
Damian Lillard;Lakers;34
Ja Morant;Thunder;18
George Mikan;Raptors;41
Kyrie irving;Nets;27
Elgin Baylor;Hornets;32
Manute Bol;Warriors;28
Kevin Durant;Bucks;31
Ray Allen;Knicks;32
John Wall;Rockets;36
Patrick Ewing;Nuggets;18
Steph Curry;Warriors;33
Elgin Baylor;Raptors;37
Dwight Howard;Kings;26
James Harden;Grizzlies;26
Devin Booker;Mavericks;40
Yao Ming;Clippers;28
Russell Westbrook;Magic;26
Karl Anthony-Towns;Hawks;38
Jerry West;76ers;31
Michael Jordan;Pacers;34
Dwight Howard;Warriors;35
Giannis Antetokounmpo;Thunder;19
Russell Westbrook;Clippers;29
Charles Barkley;Blazers;22
CJ McCollum;Spurs;30
Blake Griffin;Hornets;31
Manute Bol;Mavericks;33
Bill Russell;Mavericks;18
George Gervin;Suns;19
Ja Morant;Rockets;30
Kevin Durant;Raptors;30
Giannis Antetokounmpo;Pacers;19
Nikola Jokic;Heat;32
Kevin Durant;Bulls;24
James Harden;Rockets;39
Mugsy Bouges;Celtics;26
Jason Kidd;Hawks;20
Bill Russell;Raptors;41
Isiah Thomas;Clippers;34
Kyrie irving;Cavaliers;27
Kyrie irving;Pistons;39
Moses Malone;Mavericks;40
Yao Ming;Heat;41
Anthony Davis;Clippers;30
Devin Booker;Cavaliers;36
Kevin Garnett;Bucks;41
John Stockton;Thunder;40
Karl Anthony-Towns;Clippers;38
Scottie Pippen;Lakers;23
Elgin Baylor;Spurs;22
Damian Lillard;Knicks;32
Russell Westbrook;Wizards;29
Kevin Garnett;Pelicans;40
Dwyane Wade;Nets;39
DeAron Fox;Spurs;24
Kobe Bryant;Warriors;40
Isiah Thomas;Rockets;36
Carmelo Anthony;Celtics;33
Kawhi Leonard;Magic;26
Reggie Miller;Clippers;38
Rudy Gobert;Timberwolves;20
Scottie Pippen;Mavericks;26
James Worthy;Warriors;32
DeAron Fox;Nuggets;28
Steve Nash;Nuggets;39
DeMar DeRozan;Warriors;32
Shaquille Oneal;Magic;32
Manute Bol;Hawks;26
Larry Bird;Heat;28
Larry Bird;Cavaliers;33
LeBron James;Bucks;40
Ray Allen;Wizards;19
Moses Malone;Pistons;35
Chris Bosh;Jazz;24
John Stockton;Bucks;31
Julius Erwing;Celtics;33
Karl Anthony-Towns;Nuggets;29
Mugsy Bouges;Celtics;25
DeMar DeRozan;Heat;26
George Gervin;Magic;26
Dwight Howard;Bulls;40
Wilt Chamberlain;76ers;23
Steph Curry;Spurs;26
John Wall;Blazers;30
Ray Allen;Bucks;39
CJ McCollum;Pistons;24
Kawhi Leonard;Blazers;36
Tim Duncan;Pacers;18
Luka Doncic;Clippers;40
Allen Iverson;Warriors;31
Karl Anthony-Towns;Mavericks;24
Paul Pierce;Heat;21
Karl Malone;Timberwolves;37
Rudy Gobert;Wizards;26
Larry Bird;Magic;26
Anthony Davis;Pacers;41
Jerry West;Hawks;27
Manute Bol;Thunder;40
Dennis Rodman;Pacers;20
Manute Bol;Thunder;32
DeAron Fox;Knicks;39
Kemba Walker;Heat;33
Scottie Pippen;Clippers;38
John Stockton;Rockets;30
James Worthy;Clippers;39
Isiah Thomas;Grizzlies;26
Vince carter;Wizards;34
Steph Curry;Wizards;40
Dominique Wilkins;Magic;20
Vince carter;Heat;37
James Worthy;Nuggets;19
Kemba Walker;Jazz;40
Russell Westbrook;Wizards;27
Ja Morant;Raptors;39
Tracy McGrady;Blazers;29
Luka Doncic;Pelicans;37
CJ McCollum;Bucks;40
Kevin Durant;Hawks;38
Dwight Howard;Grizzlies;36
John Wall;Cavaliers;37
Joel Embiid;Hawks;40
Michael Jordan;Mavericks;41
Damian Lillard;Pacers;24
Dwight Howard;Nuggets;40
Magic Johnson;Cavaliers;27
Mugsy Bouges;Magic;28
Jamal Murray;Pelicans;36
Karl Malone;Raptors;25
Russell Westbrook;Warriors;30
Steph Curry;Wizards;40
Tracy McGrady;Mavericks;35
Isiah Thomas;Knicks;33
Penny Hardaway;Wizards;31
Elgin Baylor;Jazz;41
Kawhi Leonard;Knicks;34
Steph Curry;Lakers;36
Russell Westbrook;Clippers;23
Jamal Murray;Grizzlies;22
Wilt Chamberlain;Wizards;30
Jason Kidd;Rockets;30
Dirk Nowitzki;76ers;33
Ray Allen;Hornets;29
Kevin McHale;Nets;20
Ja Morant;Hornets;20
Kawhi Leonard;Clippers;18
Luka Doncic;Warriors;25
Russell Westbrook;Hornets;21
Dominique Wilkins;Spurs;32
Hakeem Olajuwon;Grizzlies;34
Tim Duncan;Warriors;25
Steph Curry;Timberwolves;27
Kemba Walker;Lakers;39
Hakeem Olajuwon;Warriors;40
Rudy Gobert;Cavaliers;18
Joel Embiid;Spurs;32
Nikola Jokic;Jazz;38
Larry Bird;Knicks;37
Karl Anthony-Towns;Thunder;35
Kevin Durant;Pelicans;36
Damian Lillard;Raptors;20
DeMar DeRozan;Magic;27
Blake Griffin;Nets;26
Jamal Murray;Pelicans;28
Allen Iverson;Pistons;40
David Robinson;Raptors;23
Donovan Mitchell;Jazz;22
DeAron Fox;Clippers;22
Joel Embiid;Blazers;18
Steve Nash;Bucks;41
Shaquille Oneal;Nuggets;22
Kemba Walker;Wizards;34
Isiah Thomas;Bucks;21
Giannis Antetokounmpo;Cavaliers;36
Scottie Pippen;Lakers;41
James Harden;Hawks;34
Luka Doncic;Bucks;34
Blake Griffin;Rockets;32
John Wall;Hawks;18
Hakeem Olajuwon;Pacers;19
DeAron Fox;Cavaliers;21
Kevin Garnett;Bulls;33
Ray Allen;Blazers;29
Jerry West;Suns;38
Magic Johnson;Raptors;33
DeAron Fox;Heat;35
Kevin McHale;Celtics;24
Anthony Davis;Nets;20
Paul George;Nuggets;39
Steph Curry;Kings;38
Michael Jordan;Thunder;23
Rudy Gobert;Lakers;25
Donovan Mitchell;Nuggets;38
Mugsy Bouges;76ers;31
John Wall;Heat;19
Klay Thompson;Pistons;32
Dennis Rodman;Pistons;25
Ja Morant;Heat;28
Carmelo Anthony;Celtics;28
George Gervin;Nets;31
Steph Curry;Blazers;40
Ja Morant;Hawks;25
Jason Kidd;Thunder;23
Tracy McGrady;Lakers;33
Kevin Durant;Bucks;35
Steph Curry;Magic;23
Anthony Davis;Knicks;22
Kobe Bryant;Bulls;28
Steve Nash;Heat;39
Kareem Abdul-Jabbar;76ers;41
George Mikan;Wizards;35
Chris Paul;Celtics;41
Magic Johnson;Kings;38
Dwight Howard;Nuggets;23
Elgin Baylor;Hawks;39
Dwight Howard;Lakers;32
James Worthy;Mavericks;39
Russell Westbrook;Nets;38
Klay Thompson;Wizards;20
CJ McCollum;Nuggets;31
Reggie Miller;Grizzlies;36
Dennis Rodman;Pistons;18
Vince carter;Lakers;30
Jason Kidd;Jazz;29
George Mikan;Clippers;33
Dwyane Wade;Hawks;24
Dwight Howard;Nets;33
Magic Johnson;Nets;22
Anthony Davis;Cavaliers;37
Ja Morant;Warriors;37
Elgin Baylor;Knicks;33
Nikola Jokic;Blazers;21
Donovan Mitchell;Magic;36
DeMar DeRozan;Pacers;33
Paul Pierce;Jazz;35
CJ McCollum;76ers;31
Larry Bird;Clippers;39
Carmelo Anthony;Nets;24
Kobe Bryant;Wizards;18
Damian Lillard;Hornets;29
Isiah Thomas;Wizards;33
Ja Morant;Hawks;29
Giannis Antetokounmpo;Wizards;36
Ray Allen;Wizards;30
Donovan Mitchell;76ers;35
Magic Johnson;Mavericks;18
James Harden;Jazz;33
Steph Curry;Cavaliers;24
Russell Westbrook;Pacers;26
Julius Erwing;Mavericks;38
Shaquille Oneal;Hawks;27
Dirk Nowitzki;Thunder;18
Kevin McHale;Kings;31
John Stockton;Mavericks;39
Jerry West;Timberwolves;38
Kyrie irving;Rockets;25
Penny Hardaway;76ers;23
Kemba Walker;Pistons;26
Allen Iverson;Hornets;41
Dirk Nowitzki;Bulls;21
Hakeem Olajuwon;Timberwolves;29
Giannis Antetokounmpo;Thunder;18
Yao Ming;Bulls;21
Penny Hardaway;Pelicans;31
Chris Bosh;Thunder;32
Isiah Thomas;Cavaliers;33
Wilt Chamberlain;Bulls;19
Kawhi Leonard;Bulls;39
Jamal Murray;Celtics;36
Kawhi Leonard;Thunder;25
Allen Iverson;Pacers;28
Kevin Garnett;Heat;41
Rudy Gobert;Clippers;24
John Stockton;Lakers;28
Karl Anthony-Towns;Hornets;18
CJ McCollum;Knicks;23
Moses Malone;Hornets;41
Kemba Walker;Raptors;40
Klay Thompson;Suns;29
Manute Bol;Hornets;36
Damian Lillard;Knicks;34
Bradley Beal;Clippers;39
DeMar DeRozan;Magic;38
Elgin Baylor;Wizards;31
Russell Westbrook;Warriors;19
Joel Embiid;Nuggets;33
DeAron Fox;Bulls;37
Reggie Miller;Hawks;30
Kemba Walker;Hawks;30
Elgin Baylor;Pistons;30
Steve Nash;Knicks;18
Dirk Nowitzki;Thunder;29
Dwight Howard;Hawks;32
Tracy McGrady;Lakers;33
Dominique Wilkins;Kings;27
Tim Duncan;Pistons;40
Kevin McHale;Mavericks;23
Julius Erwing;Bucks;24
Mugsy Bouges;Nuggets;35
Luka Doncic;Timberwolves;28
CJ McCollum;Suns;27
Devin Booker;Celtics;41
Ja Morant;Raptors;28
Dirk Nowitzki;Suns;31
Allen Iverson;Heat;38
Dwight Howard;Cavaliers;27
Yao Ming;Wizards;41
Ray Allen;Blazers;19
David Robinson;Jazz;21
Mugsy Bouges;Magic;26
Larry Bird;76ers;25
Paul George;Warriors;32
Julius Erwing;Pacers;33
James Harden;Celtics;38
Charles Barkley;Hawks;36
Mugsy Bouges;Rockets;41
Kobe Bryant;Hornets;25
Tracy McGrady;Pistons;26
Dwyane Wade;Cavaliers;24
Yao Ming;Lakers;40
Mugsy Bouges;Warriors;20
Anthony Davis;Grizzlies;28
Charles Barkley;76ers;26
Dominique Wilkins;Suns;33
Kevin Durant;Cavaliers;41
Giannis Antetokounmpo;Spurs;40
Scottie Pippen;Heat;26
Shaquille Oneal;Blazers;23
Ray Allen;Mavericks;35
Steph Curry;Wizards;34
Julius Erwing;Nets;41
Scottie Pippen;Hawks;26
Wilt Chamberlain;Raptors;35
Julius Erwing;Clippers;36
Joel Embiid;Rockets;40
Tim Duncan;Hawks;32
Ray Allen;Raptors;25
Jason Kidd;Knicks;22
Charles Barkley;Spurs;30
Magic Johnson;Knicks;41
Julius Erwing;Lakers;36
Hakeem Olajuwon;Hornets;39
CJ McCollum;Bulls;21
John Wall;76ers;24
Ja Morant;Celtics;31
Dirk Nowitzki;Raptors;18
Paul George;Knicks;39
Wilt Chamberlain;Bulls;22
Tim Duncan;Clippers;19
Ja Morant;Thunder;41
Michael Jordan;Bulls;22
Bill Russell;Pistons;32
Tracy McGrady;Rockets;29
Elgin Baylor;Knicks;31
Isiah Thomas;Bucks;31
Kareem Abdul-Jabbar;Celtics;28
Giannis Antetokounmpo;Cavaliers;29
Bradley Beal;Celtics;26
Klay Thompson;Knicks;33
George Mikan;Rockets;38
Devin Booker;Pacers;32
Patrick Ewing;Blazers;34
Karl Malone;Cavaliers;20
David Robinson;Bucks;28
Jamal Murray;Celtics;34
Magic Johnson;Knicks;37
Shaquille Oneal;Mavericks;23
Larry Bird;Pacers;38
LeBron James;Knicks;33
Larry Bird;Celtics;34
Karl Malone;Grizzlies;33
Tim Duncan;Lakers;21
Luka Doncic;Nuggets;25
Bradley Beal;Rockets;23
John Stockton;Lakers;29
Steph Curry;Nets;25
Jerry West;Wizards;31
Devin Booker;Heat;37
Elgin Baylor;Wizards;34
John Stockton;Kings;26
Joel Embiid;Bulls;37
Mugsy Bouges;Timberwolves;34
Kevin McHale;Spurs;21
John Stockton;Raptors;30
Rudy Gobert;Knicks;39
George Gervin;Heat;38
Kemba Walker;Kings;23
LeBron James;Heat;28
Jamal Murray;Knicks;34
Kevin McHale;76ers;36
Magic Johnson;Clippers;41
Moses Malone;Kings;29
George Mikan;Nuggets;39
Chris Bosh;Magic;35
Julius Erwing;Hornets;39
Anthony Davis;Rockets;32
Luka Doncic;Wizards;36
Blake Griffin;Celtics;40
Karl Anthony-Towns;Knicks;23
John Wall;Jazz;22
Kyrie irving;Bulls;33
Julius Erwing;Lakers;26
Devin Booker;Mavericks;27
Karl Malone;Grizzlies;40
Kareem Abdul-Jabbar;Bulls;41
Jerry West;Blazers;41
Magic Johnson;Nuggets;40
Kawhi Leonard;Clippers;35
Carmelo Anthony;Knicks;22
Nikola Jokic;76ers;24
George Mikan;Pelicans;31
Kemba Walker;Blazers;40
Blake Griffin;Warriors;32
Jerry West;Heat;30
Shaquille Oneal;Nuggets;34
Chris Paul;Rockets;31
Jerry West;Pelicans;38
Tim Duncan;Kings;19
Dirk Nowitzki;76ers;27
Russell Westbrook;Hawks;31
Ja Morant;Knicks;23
Chris Paul;Lakers;25
Klay Thompson;Pacers;34
Bradley Beal;Spurs;33
Damian Lillard;Hornets;40
Steph Curry;Blazers;36
Damian Lillard;Cavaliers;38
Kareem Abdul-Jabbar;Heat;35
Karl Malone;Pacers;22
Kevin Garnett;Grizzlies;28
Isiah Thomas;Blazers;21
Chris Paul;Rockets;37
Carmelo Anthony;Nuggets;40
James Harden;Blazers;34
George Gervin;Kings;19
Jason Kidd;Blazers;40
Carmelo Anthony;76ers;28
Charles Barkley;Knicks;29
Michael Jordan;Magic;29
Julius Erwing;Timberwolves;31
Paul George;Bucks;36
Carmelo Anthony;Hawks;25
Shaquille Oneal;Celtics;24
Rudy Gobert;Kings;25
Jason Kidd;Suns;31
Nikola Jokic;Suns;34
Kemba Walker;Pacers;39
Kyrie irving;Bucks;40
Yao Ming;Wizards;40
Patrick Ewing;Heat;34
Kyrie irving;Cavaliers;39
Karl Malone;76ers;23
Luka Doncic;Celtics;36
Moses Malone;Heat;21
Dennis Rodman;Kings;36
Steve Nash;Cavaliers;40
Allen Iverson;Grizzlies;23
Rudy Gobert;Cavaliers;37
Kevin Garnett;Wizards;26
Ray Allen;Lakers;28
Jamal Murray;Spurs;33
Dirk Nowitzki;Bucks;24
CJ McCollum;Pelicans;36
Scottie Pippen;Rockets;34
Moses Malone;76ers;22
Kyrie irving;Celtics;22
Ray Allen;Rockets;24
Donovan Mitchell;Kings;32
Bradley Beal;Rockets;37
Joel Embiid;Hornets;18
Patrick Ewing;Hornets;19
Vince carter;Clippers;31
Jerry West;Pistons;39
Penny Hardaway;Grizzlies;20
Carmelo Anthony;Nuggets;18
Kawhi Leonard;Rockets;22
Yao Ming;Mavericks;24
Larry Bird;Spurs;36
Dirk Nowitzki;Wizards;26
Kawhi Leonard;Rockets;19
Wilt Chamberlain;76ers;20
Paul George;Heat;28
Carmelo Anthony;Pacers;29
Moses Malone;Nets;41
Bill Russell;Kings;18
Karl Anthony-Towns;Suns;28
Kyrie irving;Rockets;21
Dennis Rodman;Pelicans;24
Scottie Pippen;Celtics;21
Karl Anthony-Towns;Suns;25
John Wall;Knicks;41
Donovan Mitchell;Timberwolves;19
Giannis Antetokounmpo;Jazz;27
Dwyane Wade;Warriors;25
Dwyane Wade;Mavericks;39
Kobe Bryant;Mavericks;39
Isiah Thomas;Nuggets;31
Ja Morant;Pacers;28
Bradley Beal;Blazers;21
Dwyane Wade;Kings;27
Dirk Nowitzki;Clippers;39
Giannis Antetokounmpo;76ers;37
Joel Embiid;Nets;19
Bill Russell;Jazz;40
Dwyane Wade;Rockets;29
Steph Curry;Hornets;30
Reggie Miller;Hornets;33
Karl Malone;Mavericks;23
Chris Bosh;Lakers;20
Larry Bird;Mavericks;35
Kemba Walker;Jazz;25
Kobe Bryant;Heat;34
Vince carter;Bulls;21
DeMar DeRozan;Hawks;30
Rudy Gobert;Lakers;40
Dwight Howard;Thunder;31
Paul George;Heat;39
Paul Pierce;Kings;31
Wilt Chamberlain;Grizzlies;30
DeMar DeRozan;Kings;29
Carmelo Anthony;Pelicans;27
Scottie Pippen;Suns;33
Chris Paul;Cavaliers;28
Penny Hardaway;Warriors;27
Mugsy Bouges;Kings;25
Kevin McHale;Celtics;34
Steve Nash;Timberwolves;18
Julius Erwing;Bulls;30
Carmelo Anthony;Kings;39
Kobe Bryant;Pacers;22
Ja Morant;Warriors;34
Luka Doncic;Spurs;21
Jason Kidd;76ers;40
James Harden;Celtics;32
Chris Bosh;Timberwolves;22
Dwyane Wade;Rockets;33
Anthony Davis;Lakers;29
John Wall;Nuggets;38
Larry Bird;Timberwolves;40
Vince carter;Suns;32
Reggie Miller;Hawks;24
Julius Erwing;Cavaliers;24
Dwight Howard;Heat;18
Moses Malone;Celtics;29
Dwyane Wade;Nuggets;30
Wilt Chamberlain;Raptors;25
Steve Nash;Jazz;33
Michael Jordan;Heat;22
Kevin Durant;Wizards;22
Giannis Antetokounmpo;Raptors;30
James Worthy;Hornets;22
Chris Paul;Heat;23
Michael Jordan;Rockets;30
Michael Jordan;Celtics;20
Russell Westbrook;Nuggets;32
Mugsy Bouges;Blazers;30
Jason Kidd;Magic;20
Kawhi Leonard;Heat;29
CJ McCollum;Knicks;36
Shaquille Oneal;Rockets;18
George Mikan;Raptors;35
Luka Doncic;Heat;35
Chris Bosh;Kings;29
Klay Thompson;Nuggets;37
James Harden;Timberwolves;36
DeMar DeRozan;Rockets;29
Shaquille Oneal;Blazers;24
Jamal Murray;Thunder;21
Russell Westbrook;Hornets;19
Jason Kidd;Pistons;20
Kevin Durant;Cavaliers;20
Yao Ming;Bucks;18
George Mikan;Pistons;18
Reggie Miller;Celtics;24
Larry Bird;Bucks;19
DeAron Fox;Clippers;26
Donovan Mitchell;Hawks;22
Ja Morant;Rockets;24
John Wall;Pelicans;27
Kevin Durant;Knicks;41
CJ McCollum;76ers;36
Karl Anthony-Towns;Pelicans;38
Patrick Ewing;Nuggets;32
Joel Embiid;Kings;37
Rudy Gobert;Mavericks;36
Yao Ming;Spurs;28
George Gervin;Rockets;40
DeAron Fox;Warriors;20
Steve Nash;76ers;38
Paul Pierce;76ers;39
DeAron Fox;Celtics;36
Kareem Abdul-Jabbar;Bulls;35
DeAron Fox;Hornets;41
Magic Johnson;Rockets;27
Michael Jordan;76ers;33
Paul George;Bulls;22
Russell Westbrook;Knicks;19
Dominique Wilkins;Bulls;30
Carmelo Anthony;Lakers;33
Dwyane Wade;Kings;31
David Robinson;Wizards;28
Damian Lillard;Blazers;19
Julius Erwing;Thunder;40
Ja Morant;Jazz;27
Manute Bol;Kings;30
Kawhi Leonard;Magic;23
Jason Kidd;Raptors;18
Karl Malone;Clippers;39
Devin Booker;Rockets;34
CJ McCollum;Warriors;31
Steve Nash;Heat;34
Isiah Thomas;Rockets;23
Damian Lillard;Hornets;27
DeAron Fox;Nuggets;38
Dwight Howard;Suns;39
Steve Nash;Grizzlies;24
Anthony Davis;Bulls;34
Penny Hardaway;Knicks;23
Damian Lillard;Hornets;37
Mugsy Bouges;Jazz;39
Giannis Antetokounmpo;Bucks;33
Luka Doncic;Raptors;27
Michael Jordan;Grizzlies;19
Dwyane Wade;Nuggets;23
James Worthy;Lakers;41
George Gervin;Magic;33
Patrick Ewing;Timberwolves;40
Kareem Abdul-Jabbar;Nuggets;28
Patrick Ewing;Pelicans;25
Kawhi Leonard;Lakers;37
Kobe Bryant;Bucks;40
George Mikan;Pelicans;37
Russell Westbrook;Thunder;35
Kemba Walker;Blazers;29
Dominique Wilkins;Pacers;32
James Harden;Thunder;19
Dennis Rodman;Suns;40
Michael Jordan;Lakers;31
Hakeem Olajuwon;Knicks;31
DeAron Fox;76ers;22
Kyrie irving;Kings;39
DeMar DeRozan;Bucks;22
Bradley Beal;Hawks;35
Scottie Pippen;Clippers;31
LeBron James;Clippers;22
Penny Hardaway;Heat;31
George Mikan;Spurs;24
Shaquille Oneal;Pelicans;23
Damian Lillard;Grizzlies;26
Giannis Antetokounmpo;Spurs;20
Shaquille Oneal;Nuggets;26
Kyrie irving;76ers;26
Dominique Wilkins;Suns;24
Vince carter;Celtics;19
Moses Malone;Warriors;28
Michael Jordan;Clippers;24
Ray Allen;Heat;29
Patrick Ewing;Pacers;34
Paul Pierce;Pistons;32
Rudy Gobert;Nets;33
Shaquille Oneal;Hornets;25
Moses Malone;Knicks;30
Larry Bird;Timberwolves;41
Joel Embiid;Celtics;28
Steph Curry;Celtics;35
Jason Kidd;Clippers;18
Dwight Howard;Knicks;32
Dwyane Wade;Spurs;27
Karl Malone;Raptors;29
Penny Hardaway;Pelicans;18
Moses Malone;Wizards;24
Bill Russell;Cavaliers;33
Moses Malone;76ers;22
Damian Lillard;Lakers;31
Charles Barkley;Raptors;20
Manute Bol;Hornets;26
Chris Paul;Rockets;25
Blake Griffin;Pelicans;25
John Stockton;Rockets;19
George Mikan;Hawks;36
Magic Johnson;Thunder;34
Jamal Murray;Raptors;29
Penny Hardaway;Spurs;23
Tracy McGrady;Warriors;36
Isiah Thomas;Kings;30
Steve Nash;76ers;35
Isiah Thomas;Kings;25
Tracy McGrady;Hawks;29
Elgin Baylor;Nuggets;21
Magic Johnson;Warriors;41
John Stockton;Grizzlies;21
Jerry West;Cavaliers;27
Carmelo Anthony;Bulls;39
Tim Duncan;Pacers;20
Jamal Murray;Heat;27
Kareem Abdul-Jabbar;Pelicans;19
Karl Anthony-Towns;Celtics;28
Hakeem Olajuwon;Thunder;19
Reggie Miller;Hawks;38
James Worthy;Nets;23
James Harden;Raptors;36
Nikola Jokic;Thunder;41
Damian Lillard;Bulls;41
Magic Johnson;Warriors;39
DeAron Fox;Hawks;34
Nikola Jokic;Hawks;27
Elgin Baylor;Clippers;24
Ray Allen;Magic;30
Larry Bird;Hawks;36
Magic Johnson;Jazz;25
Luka Doncic;Heat;26
Devin Booker;Pelicans;18
Penny Hardaway;Mavericks;34
Wilt Chamberlain;Suns;22
Klay Thompson;Thunder;30
Elgin Baylor;Hawks;24
Wilt Chamberlain;Clippers;32
Ja Morant;Nuggets;31
Kawhi Leonard;Wizards;34
Isiah Thomas;Nuggets;38
Julius Erwing;Timberwolves;33
Patrick Ewing;Celtics;26
Magic Johnson;Heat;30
DeMar DeRozan;Pistons;25
Damian Lillard;Kings;18
Kobe Bryant;Raptors;27
Shaquille Oneal;Clippers;33
Karl Malone;Blazers;23
Julius Erwing;Kings;35
DeAron Fox;Bucks;40
Paul Pierce;Lakers;32
Reggie Miller;Magic;24
Jerry West;Celtics;21
Larry Bird;Suns;21
Tracy McGrady;Clippers;40
Michael Jordan;Thunder;21
Nikola Jokic;Pistons;34
Steph Curry;Suns;27
Jerry West;Thunder;25
Penny Hardaway;Jazz;23
Dwight Howard;Knicks;21
Paul George;Celtics;18
Chris Bosh;Knicks;30
John Stockton;Mavericks;38
Paul Pierce;Grizzlies;18
Carmelo Anthony;Grizzlies;18
Bradley Beal;Nets;29
Penny Hardaway;Bucks;21
Kobe Bryant;Magic;29
George Gervin;Jazz;37
Chris Paul;Bulls;22
Isiah Thomas;76ers;26
Dwyane Wade;Jazz;23
Damian Lillard;Jazz;37
Karl Malone;Hawks;23
Dwyane Wade;Celtics;30
Moses Malone;Pistons;33
Jerry West;Nets;26
Kareem Abdul-Jabbar;Heat;35
John Wall;Nuggets;30
Bill Russell;Kings;38
Anthony Davis;Nets;24
Dwight Howard;Thunder;37
Kevin Durant;Lakers;35
Kareem Abdul-Jabbar;Thunder;41
Kemba Walker;Knicks;24
Dirk Nowitzki;Timberwolves;38
Elgin Baylor;Hornets;25
Giannis Antetokounmpo;Mavericks;22
Anthony Davis;Knicks;40
Bill Russell;Nuggets;19
Yao Ming;Magic;21
Larry Bird;Knicks;37
Allen Iverson;Spurs;36
Dwyane Wade;Timberwolves;33
Dirk Nowitzki;Clippers;25
CJ McCollum;Jazz;37
Dominique Wilkins;Pacers;29
Kevin McHale;Warriors;41
Kyrie irving;Thunder;20
Tracy McGrady;Thunder;36
Kevin Durant;Suns;35
Anthony Davis;Heat;19
George Mikan;Bulls;36
Kevin McHale;Wizards;18
Chris Bosh;Suns;31
Wilt Chamberlain;Spurs;22
LeBron James;Warriors;18
Charles Barkley;Kings;33
Kareem Abdul-Jabbar;Thunder;27
Vince carter;Spurs;28
Rudy Gobert;Magic;38
Kyrie irving;Pacers;40
Isiah Thomas;Spurs;18
Giannis Antetokounmpo;Pelicans;26
Rudy Gobert;Bucks;37
Isiah Thomas;Pistons;26
CJ McCollum;Timberwolves;18
Ja Morant;Heat;34
Yao Ming;Lakers;25
Wilt Chamberlain;Cavaliers;41
Ja Morant;Nets;37
Chris Bosh;Nets;39
Julius Erwing;Bulls;21
CJ McCollum;Magic;40
Moses Malone;Spurs;32
Kevin McHale;Jazz;27
John Wall;Nuggets;31
Tim Duncan;Knicks;37
Giannis Antetokounmpo;Bulls;25
Carmelo Anthony;Hornets;35
Steph Curry;Magic;20
Kobe Bryant;Suns;29
Vince carter;Blazers;35
Michael Jordan;Bucks;37
Dominique Wilkins;Hornets;40
Allen Iverson;Lakers;34
Kevin McHale;Blazers;33
Tracy McGrady;Nuggets;26
Bradley Beal;Hawks;26
Paul George;Pacers;25
Blake Griffin;Spurs;33
Steph Curry;Timberwolves;32
Penny Hardaway;Knicks;23
Paul George;Bulls;24
Chris Paul;Raptors;22
Jason Kidd;Cavaliers;30
James Worthy;Hawks;36
Dominique Wilkins;Rockets;21
Donovan Mitchell;76ers;34
Luka Doncic;Cavaliers;32
James Harden;Wizards;38
Shaquille Oneal;Nets;18
Jamal Murray;Wizards;28
CJ McCollum;Hornets;34
Jason Kidd;Mavericks;36
Jerry West;Suns;33
Donovan Mitchell;Bucks;35
Yao Ming;Grizzlies;18
Kawhi Leonard;Heat;20
Donovan Mitchell;Bulls;34
Klay Thompson;Grizzlies;35
Vince carter;Pistons;36
Luka Doncic;Thunder;20
Devin Booker;Wizards;37
Jason Kidd;Raptors;21
LeBron James;Nuggets;33
Vince carter;Raptors;22
Elgin Baylor;Clippers;36
Kawhi Leonard;Bucks;22
Larry Bird;Spurs;33
Devin Booker;Pacers;26
